EcommerceSite,Rating,Recommends,Reviews,ReviewId
Cakegift.in,1,1%,(499 Votes),926012385
Itsdelish.com,0,0%,(0 Votes),926012379
Tepskart.com,0,0%,(0 Votes),926012376
Narivastra.com,1.1,1%,(10 Votes),926012364
Packline.in,0,0%,(0 Votes),926012363
Sunriseco.in,0,0%,(0 Votes),926012358
Giftcart.com,0,0%,(0 Votes),926012339
Withlovenregards.com,0,0%,(0 Votes),926012325
Shopxtreem.com,3,100%,(1 Vote),926012166
Rajsimran.com,1,1%,(1 Vote),926012161
Wewillfashion.com,1,1%,(1 Vote),926011261
Comprastore.com,0,0%,(0 Votes),926011255
Shope2india.com,2.5,50%,(4 Votes),926011252
Giftzbag.com,5,100%,(1 Vote),926011230
Mapanache.com,5,100%,(1 Vote),926011229
Turtleslifestyle.com,0,0%,(0 Votes),926011181
Yaantra.com,0,0%,(0 Votes),926011113
CakePlusGift.com,0,0%,(0 Votes),926011099
Unboxedperfumes.in,5,100%,(1 Vote),926011094
Toolsupplier.in,1,1%,(1 Vote),926011029
Shalotsmart.com,5,100%,(1 Vote),926010996
Momsoon.in,0,0%,(0 Votes),926010995
Rizadeal.in,1.63,13%,(8 Votes),926010982
Renaissancegifts.in,0,0%,(0 Votes),926010972
Buyersreviews.org,3,100%,(1 Vote),926010961
Thunderwell.in,0,0%,(0 Votes),926010945
Marigoldacc.in,5,100%,(1 Vote),926010916
Cannabryl.com,0,0%,(0 Votes),926010763
Havelock.in,0,0%,(0 Votes),926010761
Smileyo.in,0,0%,(0 Votes),926010760
Ayurvedichealthcare.in,0,0%,(0 Votes),926010745
Dkmart.in,0,0%,(0 Votes),926010744
Eudoracut.com,0,0%,(0 Votes),926010723
Tamaraiweaves.com,0,0%,(0 Votes),926010714
Samuraitattoosupply.com,0,0%,(0 Votes),926010707
Alphacherish.com,0,0%,(0 Votes),926010705
Imaginatofashion.com,0,0%,(0 Votes),926010703
Banarsi Loom,0,0%,(0 Votes),926010702
Ratrani.com,1,1%,(6 Votes),926010691
Amsi.in,0,0%,(0 Votes),926010689
Banarasicart.in,1,50%,(1 Vote),926010683
Neweshop.in,1,1%,(1 Vote),926010674
Aromacraft.in,0,0%,(0 Votes),926010522
Afday.in,5,100%,(1 Vote),926010287
99supplement.com,4.5,100%,(2 Votes),926010175
Aazacus.com,0,0%,(0 Votes),926010134
Amarintea.com,0,0%,(0 Votes),926010126
Cielworld.com,0,0%,(0 Votes),926010125
Machinggo.com,0,0%,(0 Votes),926010121
Uniqueindiancrafts.com,0,0%,(0 Votes),926010115
Givegita.com,1,1%,(1 Vote),926010100
Ltonlinestore.com,1.07,4%,(333 Votes),926010092
Enap.in,0,0%,(0 Votes),926009750
Giva.co,1,1%,(1 Vote),926009671
Hkjweddingring.com,0,0%,(0 Votes),926008095
Beyoung.in,2.65,57%,(464 Votes),926007488
Meatkart.com,0,0%,(0 Votes),926007473
Furny.in,3.83,75%,(856 Votes),926007358
Vashielectricals.com,0,0%,(0 Votes),926007114
Merakisandaily.com,4,100%,(1 Vote),926007111
Bookmygadget.com,1.36,14%,(166 Votes),926007037
Zepwear.store,1,1%,(1 Vote),926007004
Charukriti.co.in,0,0%,(0 Votes),926007002
Econkart.com,0,0%,(0 Votes),926006997
Lefey.in,1.04,5%,(178 Votes),926006974
Cobrafoaminserts.com,0,0%,(0 Votes),926006972
Findeasygifts.com,5,100%,(1 Vote),926006957
Easy2by.com,4.5,100%,(2 Votes),926006953
Banlabsstore.com,0,0%,(0 Votes),926006949
Cultureandyou.com,3,100%,(1 Vote),926006945
Laxbazar.com,1.25,1%,(4 Votes),926006931
Jodhpurifurniture.com,2,50%,(2 Votes),926006929
Somethng.com,1,1%,(2 Votes),926006917
Sriveeras.com,5,100%,(1 Vote),926006915
Simasilk.com,1,1%,(1 Vote),926006907
Skiskin.in,0,0%,(0 Votes),926006898
Urbanshore.in,3,50%,(2 Votes),926006881
Onlyvalley.com,1,1%,(3 Votes),926006880
Radharukmani.com,1,1%,(2 Votes),926006874
Rapawalk.com,2.33,33%,(3 Votes),926006872
Indianjadibooti.com,1,1%,(5 Votes),926006871
Kalkifashion.com,1,1%,(1 Vote),926006870
Cliths.com,1,1%,(1 Vote),926006867
Masdux.com,5,100%,(1 Vote),926006857
Lastlocal.co.in,0,0%,(0 Votes),926006852
Osomwear.in,1.2,1%,(5 Votes),926006848
Ourgreatdeal.com,1.5,17%,(6 Votes),926005908
Daizoa.com,1,1%,(642 Votes),926005907
Lopore.com,1.21,5%,(226 Votes),926005906
Chimpwear.com,1,1%,(2 Votes),926005905
Pinekart.com,0,0%,(0 Votes),926005737
Sanraishop.com,0,0%,(0 Votes),926005733
Inzin.in,0,0%,(0 Votes),926005732
Jodhpurifurniture.com,5,100%,(1 Vote),926005726
Tpstech.in,0,0%,(0 Votes),926005719
Sperkygem.com,5,100%,(1 Vote),926005713
Leaderbattery.com,0,0%,(0 Votes),926005680
Giftmajik.com,0,0%,(0 Votes),926005674
Craftam.com,5,100%,(1 Vote),926005663
Hungrybrain.in,0,0%,(0 Votes),926005660
Foxiie.com,0,0%,(0 Votes),926005635
Vitalticks.in,5,100%,(1 Vote),926005612
Gramiyum.in,0,0%,(0 Votes),926005611
Dslrdude.com,3.67,67%,(3 Votes),926005601
Teapost.in,0,0%,(0 Votes),926005583
JioMart,1.29,11%,"(3,246 Votes)",926005445
Leibish.com,0,0%,(0 Votes),926003258
Mystem3d.in,4,100%,(2 Votes),926003057
Kamuklife.com,0,0%,(0 Votes),926003051
Udaan.com,1.61,18%,(392 Votes),926003038
Unniyarcha.com,3,100%,(1 Vote),926003031
Kapoorwatch.com,0,0%,(0 Votes),926003029
Cashonkart.com,1,1%,(1 Vote),926003024
Indiagosolar.in,1,1%,(3 Votes),926003023
Spazashop.in,0,0%,(0 Votes),926002955
Thehatgarage.com,3,100%,(1 Vote),926002951
Captooe.com,4,100%,(1 Vote),926002796
Yariswholesale.com,1,1%,(1 Vote),926002328
Spicevillage.eu,0,0%,(0 Votes),926001945
Doitwithplants.com,0,0%,(0 Votes),926001908
Onlinemarketfashion.in,0,0%,(0 Votes),926001906
Cherrycrumble.com,0,0%,(0 Votes),926001877
Messysassy.in,0,0%,(0 Votes),926001875
Adafashion.in,0,0%,(0 Votes),926001852
Miraggiolife.com,0,0%,(0 Votes),926001832
Shopdrill.com,1,1%,(1 Vote),926001817
Refreshyourlife.in,0,0%,(0 Votes),926001811
Eprisetrends.com,0,0%,(0 Votes),926001799
Miraggiolife.com,0,0%,(0 Votes),926001789
Mikadoindia.com,0,0%,(0 Votes),926001775
Leerooy.com,0,0%,(0 Votes),926001772
Fitwellclothing.in,0,0%,(0 Votes),926001760
Rasuchi-global.co.in,0,0%,(0 Votes),926001759
Indiamags.com,1,0%,(1 Vote),926001756
Lootdealsindia.in,0,0%,(0 Votes),926001489
Kalanjalisaries.com,1,1%,(1 Vote),926000714
Zilverine.com,2.25,25%,(4 Votes),926000459
Alphacherish.com,3,100%,(1 Vote),926000458
Monsterzoom.net,0,0%,(0 Votes),926000441
Blare.in,5,100%,(1 Vote),926000434
KuberBox.com,0,0%,(0 Votes),926000408
Jealousme.com,1,1%,(1 Vote),926000351
Prasadhak.com,0,0%,(0 Votes),925999812
Vanalaya.com,4.5,100%,(4 Votes),925999471
Lightdoctor.com,3,100%,(2 Votes),925999470
Matchateacompany.in,4,100%,(2 Votes),925999466
Ellementry.com,1.8,20%,(5 Votes),925999407
Paragonfootwear.com,0,0%,(0 Votes),925999013
Aashniandco.com,0,0%,(0 Votes),925999012
Bakrichhap.com,5,100%,(1 Vote),925998671
Rupaonlinestore.com,0,0%,(0 Votes),925998643
Thelingerieworld.com,5,100%,(1 Vote),925998642
Shycart.com,5,100%,(1 Vote),925998641
Lapeches.com,0,0%,(0 Votes),925998640
Seasonsway.com,0,0%,(0 Votes),925998639
Privypleasures.com,0,0%,(0 Votes),925998638
Lanebryant.com,0,0%,(0 Votes),925998637
Aeropostale.com,0,0%,(0 Votes),925998636
Victoriassecret.com,0,0%,(0 Votes),925998635
Vstar.in,0,0%,(0 Votes),925998634
Sonari.in,0,0%,(0 Votes),925998633
Gsparisbeauty.com,0,0%,(0 Votes),925998632
Wacoalindia.com,0,0%,(0 Votes),925998631
Beebabe.com,0,0%,(0 Votes),925998630
Ebodycare.in,0,0%,(0 Votes),925998629
Gangavathiexports.com,0,0%,(0 Votes),925998628
Tailorandcircus.com,0,0%,(0 Votes),925998627
Prestitia.co.in,0,0%,(0 Votes),925998626
Zara.com,2.28,34%,(155 Votes),925998625
Hm.com,1,1%,(1 Vote),925998624
Snazzyway.com,0,0%,(0 Votes),925998623
Seekrets.in,0,0%,(0 Votes),925998622
Ultimolingerie.in,0,0%,(0 Votes),925998621
Sonaebuy.com,0,0%,(0 Votes),925998620
Intimodo.com,0,0%,(0 Votes),925998619
Allonlinestore.in,1,1%,(2 Votes),925998618
Sinina.com,5,100%,(1 Vote),925998617
Arialeya.com,0,0%,(0 Votes),925998616
Parfaitlingerie.in,4,100%,(0 Votes),925998615
N-gal.com,0,0%,(0 Votes),925998614
Kamuklife.com,0,0%,(0 Votes),925998613
Thebeachcompany.in,0,0%,(0 Votes),925998612
Innersense.co.in,0,0%,(0 Votes),925998611
Laceandme.com,3,50%,(2 Votes),925998610
Styleeish.com,0,0%,(0 Votes),925998609
Rozerra.com,0,0%,(0 Votes),925998608
Bouxavenue.com,0,0%,(0 Votes),925998607
Thirdlove.com,0,0%,(0 Votes),925998606
Soma.com,0,0%,(0 Votes),925998605
3wishes.com,0,0%,(0 Votes),925998604
Global.brayola.com,0,0%,(0 Votes),925998603
Lovableindia.in,0,0%,(0 Votes),925998602
Lasenza.com,0,0%,(0 Votes),925998601
Lalingerie.in,0,0%,(0 Votes),925998600
Bluebella.com,0,0%,(0 Votes),925998599
Amantelingerie.in,1,1%,(1 Vote),925998598
Soie.in,0,0%,(0 Votes),925998597
Candyskin.com,0,0%,(0 Votes),925998596
Zebriana.in,1,1%,(1 Vote),925998394
Sanjayclothhouse.com,5,100%,(1 Vote),925997954
Zootox.com,0,0%,(0 Votes),925997946
Perrian.in,0,0%,(0 Votes),925997940
Globalkart.com,0,0%,(0 Votes),925997938
Rockrush.com,0,0%,(0 Votes),925997923
Trendyteesclub.com,4.5,100%,(2 Votes),925997740
Toolferry.com,0,0%,(0 Votes),925997570
Ausmo.co,1,1%,(1 Vote),925997556
Pairkart.com,0,0%,(0 Votes),925997389
Ruchiez.in,0,0%,(0 Votes),925997219
Shoptopus.in,3,50%,(2 Votes),925997211
Luxberry.me,1,1%,(1 Vote),925997204
Ampm.in,0,0%,(0 Votes),925996852
Shubhgems.in,1,1%,(5 Votes),925996851
Giftcarry.com,0,0%,(0 Votes),925996840
Janasya.com,0,0%,(0 Votes),925996708
Xyxxcrew.com,1,1%,(2 Votes),925995680
Dmart.in,2.07,36%,(666 Votes),925995380
Naturallyyours.in,4,100%,(0 Votes),925995335
Onlykhadi.com,5,100%,(2 Votes),925995245
Cuffsnlashes.com,3,100%,(1 Vote),925995110
Shoppersvila.com,0,0%,(0 Votes),925995068
Laita.in,4.14,100%,(7 Votes),925995064
Bosch-home.in,1,1%,(1 Vote),925995062
Glenindia.com,0,0%,(0 Votes),925995061
Godrejappliances.com,0,0%,(0 Votes),925995060
Bajajelectronics.com,0,0%,(0 Votes),925995059
Crompton.co.in,4,100%,(1 Vote),925995058
Spencers.in,1,1%,(2 Votes),925995057
Ifbappliances.com,0,0%,(0 Votes),925995056
Ubuy.co.in,2,28%,(357 Votes),925995054
Easyday.in,0,0%,(0 Votes),925995053
Sparindia.com,1,1%,(3 Votes),925995052
Reliancesmart.in,1.38,14%,(250 Votes),925995051
Starquik.com,2,33%,(6 Votes),925995050
Cakezone.com,0,0%,(0 Votes),925995049
Fashor.com,3.4,60%,(5 Votes),925995048
Samyakk.com,5,100%,(1 Vote),925995047
Adimohinimohankanjilal.com,0,0%,(0 Votes),925995046
Roopkathaweb.com,1.8,20%,(5 Votes),925995045
Indiansilkhouseagencies.com,0,0%,(0 Votes),925995044
Saribox.com,1,1%,(214 Votes),925995043
Fabriclore.com,4.67,93%,(321 Votes),925995042
Suta.in,2.67,67%,(3 Votes),925995041
Taglr.com,0,0%,(0 Votes),925995040
Zinnga.com,0,0%,(0 Votes),925995039
Clubfactory.com,1.57,25%,"(3,222 Votes)",925995038
Bombayshirts.com,0,0%,(0 Votes),925995037
Usplworld.com,1,1%,(5 Votes),925995036
Turmswear.com,0,0%,(0 Votes),925995035
Thecollective.in,1,1%,(1 Vote),925995034
Redwolf.in,1,1%,(1 Vote),925995033
Ramrajcotton.in,0,0%,(0 Votes),925995032
Aeo.in,0,0%,(0 Votes),925995031
Timtimfoods.com,1,1%,(1 Vote),925995023
Jshopping.in,1.3,9%,(285 Votes),925995020
Alchemy-media-marketing.com,3,50%,(2 Votes),925994952
Aragankart.com,0,0%,(0 Votes),925994940
Rowdyoil.com,1,0%,(5 Votes),925994914
Jaihosinks.com,0,0%,(0 Votes),925994913
Ausmo.co,1,1%,(8 Votes),925994910
Ecorightbags.com,0,0%,(0 Votes),925994908
Lovzme.com,1.69,23%,(155 Votes),925994897
Rakhimela.com,1,1%,(1 Vote),925994896
Samnantools.in,4.5,100%,(2 Votes),925994894
Newapsara.in,0,0%,(0 Votes),925994884
Indycult.com,5,100%,(1 Vote),925994880
Fullyfilmy.in,1,1%,(1 Vote),925994877
Router-switch.com,5,100%,(2 Votes),925994875
Banarasstyle.com,1,1%,(1 Vote),925994870
Sitarafoods.com,4.5,100%,(2 Votes),925994869
Ibgmart.com,5,100%,(7 Votes),925994867
Chocoladhaus.com,5,100%,(3 Votes),925994858
Ebazee.net,0,0%,(0 Votes),925994851
Gkbazaar.com,1,1%,(1 Vote),925994849
Pujanpujari.com,4.2,80%,(5 Votes),925994840
Insasta.com,1.18,8%,(927 Votes),925994839
Teestory.in,2.33,33%,(6 Votes),925994793
Mohanjodero.com,0,0%,(0 Votes),925994284
Aaboli.com,0,0%,(0 Votes),925994281
Loverx.in,0,0%,(0 Votes),925994276
Seamsfriendly.com,5,100%,(3 Votes),925994270
Sugarcosmetics.com,5,100%,(2 Votes),925994266
Lakmeindia.com,4.33,100%,(3 Votes),925994265
Paisawapas.com,1,1%,(4 Votes),925994257
Artisanglory.com,0,0%,(0 Votes),925994256
Swayamacare.in,0,0%,(0 Votes),925993652
Krushikendra.com,1.5,20%,(143 Votes),925993606
Smiledelivery.in,0,0%,(0 Votes),925993588
Homepal.in,0,0%,(0 Votes),925993587
Helloshoppee.com,0,0%,(0 Votes),925993572
Thebluefashionstore.com,1,1%,(2 Votes),925993571
Newchic.in,1,1%,(1 Vote),925993559
Ausoutlet.com,3.14,57%,(7 Votes),925993504
Indycult.com,0,0%,(0 Votes),925993489
Pdftoget.com,1,1%,(2 Votes),925993482
Womencrafts.in,1,1%,(2 Votes),925993479
Getdressed.co.in,5,100%,(1 Vote),925992810
Boodmo.com,1,1%,(1 Vote),925992500
Ezeedeals.in,1,1%,(131 Votes),925992465
Forcesaver.in,0,0%,(0 Votes),925992455
Sareeslane.com,2.33,33%,(3 Votes),925992417
Shoppinghouse.in,1,1%,(238 Votes),925992216
Sportsjam.in,2.78,62%,(416 Votes),925992166
Producthub.online,4,100%,(2 Votes),925992092
Vasantcreation.com,0,0%,(0 Votes),925992090
Fitslash.com,3,50%,(2 Votes),925992089
Onlinenavex.com,0,0%,(0 Votes),925992084
Ethnicwholesale.com,2.33,33%,(3 Votes),925992060
Sareego.com,1.13,4%,"(2,818 Votes)",925991998
Craxystore.com,3.67,67%,(3 Votes),925991970
Viraldeals.co,1.1,3%,(357 Votes),925991938
Boodmo.com,1,1%,(1 Vote),925991930
Sareefactory.com,1,1%,(2 Votes),925991923
Indianonlinespices.com,5,100%,(1 Vote),925991884
Truffoire.com,0,0%,(0 Votes),925991868
Pricekhojo.com,3,100%,(1 Vote),925991861
Madesos.com,4,100%,(1 Vote),925991856
Tryfunky.com,4,100%,(2 Votes),925991838
Egiftsportal.com,3.36,71%,(297 Votes),925991798
Steviaworld.com,0,0%,(0 Votes),925991746
Onlinedelivery.in,2.2,35%,(238 Votes),925991745
Golineal.com,0,0%,(0 Votes),925991730
Ishadhari.com,0,0%,(0 Votes),925991500
Healthyhaat.com,1,1%,(1 Vote),925991498
Theindianthreads.com,0,0%,(0 Votes),925991354
Mandiwale.com,0,0%,(0 Votes),925991351
Brandfactoryonline.com,1.94,29%,(202 Votes),925991334
Scorptec.com,0,0%,(0 Votes),925991325
Generalindia.com,1,1%,(1 Vote),925983599
Speakingherbs.com,4,100%,(2 Votes),925983437
Utsavsuits.com,1,1%,(1 Vote),925983420
Beatitude.in,2.5,50%,(4 Votes),925983411
Costs2costs.com,1,1%,(1 Vote),925983396
Misrifab.com,1.17,6%,(214 Votes),925983387
Comfortfinds.com,0,0%,(0 Votes),925983374
Rakhisale.com,0,0%,(0 Votes),925983292
Thinkegic.ml,5,100%,(4 Votes),925983233
Cartsavvybunny.com,1,1%,(1 Vote),925983229
Ritikart.com,0,0%,(0 Votes),925983217
Kaziaa.com,2.17,31%,(440 Votes),925982251
Getflowersdaily.com,3,100%,(1 Vote),925982141
Shopibay.com,0,0%,(0 Votes),925982135
Snatchbooks.com,0,0%,(0 Votes),925982127
Jjeeomjeegaichhap.com,0,0%,(0 Votes),925982121
Myearthstone.com,0,0%,(0 Votes),925982099
Rasanagro.com,0,0%,(0 Votes),925981890
Sochstore.com,3,100%,(1 Vote),925981730
Exborders.com,1,1%,(1 Vote),925981701
PetSmart,0,0%,(0 Votes),925981314
Petco,0,0%,(0 Votes),925981313
Staples,0,0%,(0 Votes),925981312
Jmskart.com,0,0%,(0 Votes),925980931
Sagra.in,1,0%,(8 Votes),925980912
Gorootz.com,0,0%,(0 Votes),925980908
Giant Eagle,0,0%,(0 Votes),925980768
Woolworths Group,0,0%,(0 Votes),925980767
Waitrose & Partners,0,0%,(0 Votes),925980766
The Fresh Market,0,0%,(0 Votes),925980765
ALDI,0,0%,(0 Votes),925980764
Serv-U-Success,0,0%,(0 Votes),925980763
Safeway,0,0%,(0 Votes),925980762
Daily Ninja,1.18,9%,(131 Votes),925980761
Seniority.in,1.11,3%,(440 Votes),925980760
Target,0,0%,(0 Votes),925980759
Jet,0,0%,(0 Votes),925980758
True-elements.com,4.5,100%,(2 Votes),925980757
Martgo.in,1.5,25%,(4 Votes),925979651
Peenar.com,0,0%,(0 Votes),925979535
Bestphonemount.in,1.03,1%,(820 Votes),925979500
Milagrowhumantech.com,2.33,33%,(3 Votes),925979467
Vitaminhaat.com,5,100%,(3 Votes),925979361
Mahamargin.com,3,50%,(2 Votes),925979346
Timewatchindia.com,1,1%,(3 Votes),925978606
Skinproject.in,0,0%,(0 Votes),925975915
Theskinstore.in,0,0%,(0 Votes),925975914
Bookwindow.in,2.8,60%,(10 Votes),925975061
Wardrobeshoppy.com,1.5,1%,(2 Votes),925974686
Sugarbox.in,1.62,23%,(155 Votes),925973306
Ladyware.in,1.13,5%,"(1,213 Votes)",925972522
Smartwristwatch.in,1,1%,(3 Votes),925972460
Way2flowers.com,0,0%,(0 Votes),925971851
Ezmall.com,1.3,9%,(273 Votes),925971252
Divadeal.in,1,1%,(3 Votes),925971250
Oyehappy.com,2.51,43%,(440 Votes),925971249
Myspeakerdeals.com,1,1%,(1 Vote),925971248
Kydsmart.com,1.63,25%,(8 Votes),925970874
Homecentre.in,1.35,11%,"(1,225 Votes)",925970869
Fashiondeal.in,2.21,31%,(369 Votes),925970671
Sugarcomb.in,1,1%,(3 Votes),925970626
Emistliquids.com,0,0%,(0 Votes),925970567
Indiegogo.com,1,0%,(1 Vote),925969874
Bookstok.com,2.14,54%,(155 Votes),925969763
Creativeshirtsonline.com,0,0%,(0 Votes),925969584
Coveritup.in,2.36,38%,(583 Votes),925969570
Fcloth.in,1,1%,(143 Votes),925969508
Vastrova.com,1.06,3%,(380 Votes),925968461
Apkaabazar.com,4.25,100%,(4 Votes),925968320
Shop101.com,1.43,22%,(702 Votes),925968316
Dealclear.com,2.89,49%,(487 Votes),925968294
Sowinghappiness.com,3,100%,(1 Vote),925967998
Fuaark.com,5,100%,(3 Votes),925967960
10daysfatburner.com,1,0%,(1 Vote),925966890
Sailorsgadgets.com,1,1%,(1 Vote),925964938
Attarayurveda.com,4.67,100%,(3 Votes),925964911
Designerethnic.com,1,1%,(1 Vote),925964896
Divyarishi.com,0,0%,(0 Votes),925964857
Crazendemand.com,1.08,1%,(321 Votes),925964809
Bioresurge.in,0,0%,(0 Votes),925963217
Melorra.com,0,0%,(0 Votes),925963207
Salesbarga.com,1,1%,(8 Votes),925963188
Urbansauda.com,1,1%,(5 Votes),925963052
Dennison.in,1,1%,(1 Vote),925962906
Mirajonlinestore.com,0,0%,(0 Votes),925962023
Deodap.com,2,32%,(262 Votes),925962010
Papapaise.com,2.67,33%,(3 Votes),925961529
Foxfire.co.in,1,1%,(6 Votes),925957794
Sporto.in,1,1%,(1 Vote),925957472
Candere.com,3.95,76%,(499 Votes),925957448
Srisatymev.com,5,100%,(1 Vote),925955778
Sephora.com,0,0%,(0 Votes),925955772
Meditreeindia.com,3,100%,(1 Vote),925954970
Myabhushan.com,0,0%,(0 Votes),925954963
Theitdepot.com,3,50%,(2 Votes),925954616
Punjari.com,1,1%,(3 Votes),925954584
Yogabars.in,1.5,1%,(2 Votes),925953166
2gud.com,1.61,21%,"(1,094 Votes)",925953160
Curafoot.in,1,1%,(2 Votes),925952800
Tjori.com,3.98,69%,"(4,590 Votes)",925952736
Pinkblue.in,1.12,6%,(202 Votes),925952637
Maxshopping.in,1,1%,(5 Votes),925952363
Eexata.com,1,1%,(2 Votes),925952310
Webuy.com,4,67%,(3 Votes),925952304
Sarihub.com,1,1%,(1 Vote),925952290
Revoguewatch.com,1,1%,(2 Votes),925951114
Maxfashion.in,1.73,23%,(309 Votes),925949557
Gonoise.com,1.71,20%,"(1,248 Votes)",925948386
Healthxp.in,2.61,44%,(440 Votes),925947868
Vlccpersonalcare.com,3.33,67%,(3 Votes),925947799
Rustorange.com,1.83,29%,"(2,188 Votes)",925945604
Oplore.com,1,1%,(214 Votes),925945603
Hydroslife.com,1,1%,(1 Vote),925945600
Buythevalue.in,3.67,67%,(3 Votes),925944213
Imitationhub.com,0,0%,(0 Votes),925943900
Giftalove.com,2.65,45%,(309 Votes),925943826
Teespring.com,2.5,50%,(4 Votes),925943794
Meiflor.com,1,0%,(1 Vote),925942433
Nightyhouse.in,2,33%,(3 Votes),925941804
Banarasee.in,4.19,76%,(321 Votes),925941803
Gadgetshieldz.com,1.5,17%,(202 Votes),925941649
Bajajfinservemistore.in,2.33,33%,(3 Votes),925941648
Thesouledstore.com,2.8,60%,(5 Votes),925941647
Shoponn.in,1.36,13%,(820 Votes),925941646
Sangeethamobiles.com,1.92,25%,(143 Votes),925941645
Jio.com,2.29,43%,"(2,259 Votes)",925941644
Amzer.in,2,0%,(1 Vote),925938328
Loomsolar.com,1.03,8%,(309 Votes),925938007
Rentickle.com,3.04,67%,"(4,435 Votes)",925936751
Bestshopkart.com,3,50%,(2 Votes),925936544
Ladybaazar.com,2.5,49%,"(1,843 Votes)",925935428
Maxbhi.com,3.02,66%,"(7,075 Votes)",925934935
Guarented.com,1,1%,(297 Votes),925934793
Vajor.com,0,0%,(0 Votes),925934428
Romwe.co.in,3.43,86%,(7 Votes),925934427
Amulonline.com,3.6,80%,(178 Votes),925934420
Onlineflowersdelivery.com,2.33,50%,(6 Votes),925933583
Flowerportal.in,1.74,22%,(297 Votes),925933571
Nnnow.com,1.27,10%,(749 Votes),925933408
Eazyshopee.com,1,1%,(10 Votes),925933381
Trendsdemand.wooplr.com,4,100%,(1 Vote),925931059
Keepinpocket.com,0,0%,(0 Votes),925930983
Aprodz.com,3.5,65%,(214 Votes),925930880
Buddsbuddy.com,0,0%,(0 Votes),925930879
Zelexfitness.com,2,33%,(6 Votes),925929294
Indiashoppingsites.com,2.87,67%,(190 Votes),925929279
Skyshopdeals.com,3,67%,(6 Votes),925928854
Kanicomart.com,3,50%,(2 Votes),925928344
Type7.in,1,0%,(2 Votes),925928135
Insaraf.com,1.52,16%,"(1,700 Votes)",925927418
Florazone.com,2.14,35%,(155 Votes),925927365
Fashiononline.in,3.17,63%,(297 Votes),925927162
Beautybay.com,2.67,50%,(6 Votes),925923686
Budli.in,1.7,19%,(321 Votes),925923653
Greetstore.com,3.4,100%,(5 Votes),925923538
Purifyplus.in,3.67,100%,(6 Votes),925923180
Matchesfashion.com,1.38,0%,(8 Votes),925923067
Swagshirts99.com,1.33,16%,"(1,130 Votes)",925922893
Myscreenguard.com,1.52,13%,(333 Votes),925922879
Gozefo.com,1.27,8%,(880 Votes),925922857
Id-gourmet.com,1,0%,(9 Votes),925922470
Fnp.com,1.64,20%,"(1,034 Votes)",925922131
Soch.in,1.52,20%,(642 Votes),925921752
Luminouseshop.com,2.4,40%,(238 Votes),925921400
Sahivalue.com,1.38,10%,(571 Votes),925920562
Bagitquick.com,1.4,10%,(238 Votes),925920443
Interflora.in,2.39,40%,(702 Votes),925918923
Zazzle.com,1.97,23%,(357 Votes),925918566
Fingoshop.com,2.23,31%,(737 Votes),925918502
Aionioscreations.com,1.6,20%,(8 Votes),925918499
Giftsuncommon.com,1.75,25%,(190 Votes),925918498
Lightinthebox.com,1.2,8%,(963 Votes),925918432
Saneswap.com,1.05,4%,(464 Votes),925918417
Yerha.com,1.68,11%,(333 Votes),925918414
Evok.in,1.11,9%,(487 Votes),925918413
Gotmatter.com,2.22,42%,(642 Votes),925918411
Cakeybakey.in,1.73,18%,(131 Votes),925918407
Elytclub.com,2.43,57%,(7 Votes),925918395
Autodivine.com,2.23,32%,"(1,201 Votes)",925917878
Paytmmall.com,2.33,43%,"(25,147 Votes)",925917784
Naytr.com,2.33,44%,(321 Votes),925917674
Shein.in,1.7,22%,"(6,492 Votes)",925917533
Afamado.com,4.21,93%,(262 Votes),925917409
Daraz.pk,2.31,45%,"(1,118 Votes)",925917207
ninecolours.com,1.65,22%,"(1,427 Votes)",925917143
Banggood.com,1.85,29%,"(4,792 Votes)",925916565
Gemmaindia.com,2.88,54%,(761 Votes),925916430
Eyewearlabs.com,4.43,89%,"(2,307 Votes)",925916189
Zoomshop.in,1.34,11%,(666 Votes),925915403
Uptownie101.com,2.04,36%,"(1,141 Votes)",925914526
Opticsplanet.com,2.85,46%,(155 Votes),925912985
Perfumebooth.com,3.25,66%,"(1,355 Votes)",925906354
Gaticonnect.com,2.6,50%,(262 Votes),925906319
Perfumery.co.in,2.74,50%,"(3,091 Votes)",925906312
Placeoforigin.in,1.49,12%,(535 Votes),925906311
Thegiftipedia.com,1.13,4%,(285 Votes),925904216
SpiceStyle.com,2.44,42%,"(1,736 Votes)",925903404
Onlybrand.org,1.79,29%,(178 Votes),925903348
Wooplr.com,2.64,52%,"(5,410 Votes)",925903197
Gingercrush.com,1.48,13%,(273 Votes),925899269
Greenhandle.in,2.62,52%,(273 Votes),925895883
Furnspace.com,2.08,31%,(309 Votes),925895829
Specsmakers.in,1.39,10%,"(1,498 Votes)",925892265
Foreverkidz.in,2.9,57%,(250 Votes),925891618
Gearbest.com,2.53,45%,"(2,200 Votes)",925891484
Jockeyindia.com,3.21,74%,"(2,640 Votes)",925890722
Inkmonk.com,2.47,41%,(380 Votes),925888539
Luluandsky.com,1.51,13%,(868 Votes),925886450
iHerb.com,1.8,20%,"(1,593 Votes)",925881790
Peopleonline.co.in,2.53,47%,(226 Votes),925879586
Anaazmandi.com,1.32,11%,(226 Votes),925877236
Ethoswatches.com,1.49,12%,(523 Votes),925877230
Jackjones.in,2.29,33%,(285 Votes),925877229
